filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
in your arms - Saib.mp3,"-516.0924682617188,93.42758178710938,-38.10728073120117,6.082250118255615,-9.993386268615723","0.49281182885169983,0.5090180039405823,0.5124893188476562,0.526948869228363,0.5688149929046631,0.5679440498352051,0.5715751647949219,0.5541695952415466,0.5046924948692322,0.497760146856308,0.5227217674255371,0.548369288444519",123.046875,"-573.6943359375,51.97721481323242,19.7259464263916,20.128677368164062,19.354990005493164","0.2139223963022232,0.22494491934776306,0.19962237775325775,0.20183034241199493,0.20870324969291687,0.2567206025123596,0.28640300035476685,0.2957060933113098,0.4210391044616699,0.35224786400794983,0.26620322465896606,0.2417256087064743",92.28515625,spotify:track:4fgIoBKHzO7YO5eATyYbMl
insomnia - Paycheck.mp3,"-296.56787109375,169.66799926757812,-77.35460662841797,7.8467793464660645,-36.14824295043945","0.16888515651226044,0.36842378973960876,0.14800280332565308,0.31490379571914673,0.5187066793441772,0.15373434126377106,0.22033068537712097,0.2337426096200943,0.47377169132232666,0.3824804425239563,0.11698942631483078,0.32877102494239807",151.9990809,"-527.3494262695312,51.08311462402344,-28.58204460144043,2.7300009727478027,-33.70412063598633","0.3482530117034912,0.28015536069869995,0.262447327375412,0.43974968791007996,0.5289472341537476,0.2733514606952667,0.32676565647125244,0.36974379420280457,0.5760940313339233,0.5236647725105286,0.3138023316860199,0.43741893768310547",151.9990809,spotify:track:0IPppzA0UL3lSUXRyMO0UC
intimate moments - Isaac Dunbar.mp3,"-257.4557189941406,113.9024429321289,34.25480651855469,13.029062271118164,12.657293319702148","0.2693985104560852,0.4878986179828644,0.43610769510269165,0.20619623363018036,0.18468473851680756,0.20299266278743744,0.35903117060661316,0.35239383578300476,0.24088473618030548,0.2542024850845337,0.2410607784986496,0.4026598334312439",129.1992188,"-266.4540100097656,81.60671997070312,4.845893383026123,29.622398376464844,7.4802045822143555","0.43428677320480347,0.48285651206970215,0.6520686745643616,0.5106720924377441,0.4845805764198303,0.414801687002182,0.5054287910461426,0.6022583246231079,0.5455828309059143,0.6010000705718994,0.48404765129089355,0.5628625750541687",129.1992188,spotify:track:5nWjUNo9bEAyXUgu9GbQLP
is your bedroom ceiling bored feat Cavetown - Sody.mp3,"-420.3663024902344,122.14726257324219,73.73806762695312,37.73466110229492,19.167695999145508","0.2712216377258301,0.23758642375469208,0.23638394474983215,0.2484733611345291,0.26172029972076416,0.35175636410713196,0.6248533725738525,0.516361653804779,0.43912002444267273,0.4068875312805176,0.37889304757118225,0.3456750214099884",123.046875,"-556.268798828125,140.9783935546875,-15.777152061462402,-35.17078399658203,-20.948413848876953","0.18404987454414368,0.8759269714355469,0.3191474974155426,0.4660244882106781,0.08096016943454742,0.04697631672024727,0.17135392129421234,0.0380115769803524,0.00955828558653593,0.007278286386281252,0.011768852360546589,0.007464055437594652",123.046875,
is your bedroom ceiling bored feat Rxseboy - Fudasca Remix - Sody.mp3,"-190.47030639648438,45.89891815185547,14.112565040588379,23.188039779663086,-10.246811866760254","0.24354204535484314,0.24334101378917694,0.22162029147148132,0.25381800532341003,0.15286403894424438,0.25661495327949524,0.38260871171951294,0.2745070159435272,0.356390118598938,0.2908174693584442,0.42657166719436646,0.39662736654281616",143.5546875,"-472.5329284667969,77.06417846679688,31.319446563720703,32.59404754638672,-0.7288798093795776","0.14129270613193512,0.30701449513435364,0.09442094713449478,0.11566544324159622,0.04609207436442375,0.037100259214639664,0.032946255058050156,0.0367484949529171,0.07003609091043472,0.27427637577056885,0.8827815651893616,0.2602171003818512",143.5546875,
isometric - Atlas in Motion.mp3,"-373.94671630859375,105.77873992919922,10.938713073730469,19.080835342407227,9.480819702148438","0.22834855318069458,0.13927410542964935,0.28502386808395386,0.5636643171310425,0.2479436695575714,0.22949962317943573,0.14934931695461273,0.21501509845256805,0.224361851811409,0.20270264148712158,0.35355082154273987,0.18878604471683502",117.4538352,"-353.60113525390625,98.83505249023438,0.7667584419250488,14.62414264678955,9.566977500915527","0.27178576588630676,0.163797989487648,0.32877740263938904,0.5186302661895752,0.2584174573421478,0.33445364236831665,0.1844058781862259,0.2819899916648865,0.23223699629306793,0.18840673565864563,0.21805091202259064,0.15801021456718445",117.4538352,spotify:track:1UKMkPZaghSYe4obHRaWzo
jealousy jealousy - Olivia Rodrigo.mp3,"-342.73956298828125,124.94464111328125,42.20157241821289,30.386493682861328,28.559852600097656","0.43155959248542786,0.4676544964313507,0.38122740387916565,0.31408220529556274,0.281633198261261,0.2465217113494873,0.22826232016086578,0.28874507546424866,0.41143736243247986,0.45968833565711975,0.4503282904624939,0.42649415135383606",83.35433468,"-162.25692749023438,53.574153900146484,7.846645832061768,15.587567329406738,-0.20126335322856903","0.37808069586753845,0.24734945595264435,0.2545870244503021,0.25514304637908936,0.2254427969455719,0.2254454344511032,0.19805510342121124,0.32878226041793823,0.47891756892204285,0.3725185990333557,0.5701032280921936,0.4184705913066864",161.4990234,
just a boy - Alaina Castillo.mp3,"-325.7685241699219,76.1708984375,-0.991743803024292,9.994183540344238,3.1721255779266357","0.25585752725601196,0.30871322751045227,0.2380056530237198,0.13511919975280762,0.16494160890579224,0.10186255723237991,0.10144780576229095,0.0861671194434166,0.09606397897005081,0.1492876559495926,0.1011926606297493,0.1358318328857422",99.38401442,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,spotify:track:7t98gq2h0xH5rnkonfJTxd
just wanna rock Lil Uzi Vert - Sped Up Version - sped up nightcore.mp3,"-213.18289184570312,49.18589401245117,-26.538808822631836,-19.244138717651367,-7.063165664672852","0.09895377606153488,0.12141820043325424,0.20159313082695007,0.182463601231575,0.7474071979522705,0.1766364872455597,0.18499824404716492,0.1689363569021225,0.10323987901210785,0.049877628684043884,0.07974786311388016,0.25199609994888306",117.4538352,"-180.15257263183594,103.21192169189453,-0.9806349873542786,22.60019302368164,23.98790740966797","0.46725761890411377,0.46951985359191895,0.5479655265808105,0.7052400708198547,0.8676844835281372,0.8559598922729492,0.7748985290527344,0.6408000588417053,0.5564295053482056,0.5435052514076233,0.5370312333106995,0.5410197377204895",161.4990234,
justified - Kacey Musgraves.mp3,"-150.69265747070312,139.6739044189453,-10.609395027160645,33.87291717529297,7.424249172210693","0.43428194522857666,0.40654292702674866,0.5012468099594116,0.4355761408805847,0.43695732951164246,0.43785402178764343,0.37614160776138306,0.300799161195755,0.35601136088371277,0.43779128789901733,0.5374935269355774,0.583939790725708",117.4538352,"-1131.37109375,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",117.4538352,spotify:track:4wONXG4GqWSscEyZlx300W
justlikeu4theimage - glaive.mp3,"-132.0302734375,98.55464935302734,38.908172607421875,6.633765697479248,16.5075740814209","0.6614395380020142,0.6442080140113831,0.524048388004303,0.5041467547416687,0.5011553168296814,0.49257832765579224,0.5109282732009888,0.5476391315460205,0.6098392605781555,0.5468733906745911,0.5882535576820374,0.529724657535553",143.5546875,"-222.3192138671875,101.15001678466797,20.076919555664062,1.7646583318710327,-5.4606733322143555","0.684351921081543,0.7064080238342285,0.5374924540519714,0.5172130465507507,0.45807793736457825,0.5346848964691162,0.5136249661445618,0.5087693929672241,0.6853190064430237,0.5144259929656982,0.583564817905426,0.557841956615448",143.5546875,spotify:track:7EWMUJJiCyFSiQSWeU0fPo
kaika - cadode.mp3,"-199.9716033935547,157.93003845214844,-26.498638153076172,31.12625503540039,-14.797446250915527","0.29918980598449707,0.5921605229377747,0.3493640720844269,0.2087072879076004,0.3102681338787079,0.2212751805782318,0.3637699484825134,0.2051127851009369,0.35766226053237915,0.34810876846313477,0.20480987429618835,0.2539505064487457",89.10290948,"-373.45269775390625,97.30415344238281,18.03413963317871,5.2263102531433105,-11.183206558227539","0.23288311064243317,0.5023005604743958,0.19829531013965607,0.1696213334798813,0.29332584142684937,0.1551353484392166,0.11766783148050308,0.11829989403486252,0.2452029287815094,0.4132072925567627,0.2170252948999405,0.3241000771522522",135.9991776,spotify:track:1mHuDqFVDEi5DLFJ0Pyz3d
keep me afraid - Nessa Barrett.mp3,"-85.52238464355469,81.3336181640625,-14.714799880981445,-7.573935508728027,-17.462629318237305","0.17031419277191162,0.1782355010509491,0.38378944993019104,0.30778396129608154,0.1725172996520996,0.3186791241168976,0.2588106691837311,0.42141982913017273,0.23010987043380737,0.2024136185646057,0.21566618978977203,0.16312643885612488",112.3471467,"-212.86744689941406,121.10102081298828,-14.56194019317627,20.464303970336914,8.362074851989746","0.48708561062812805,0.29420214891433716,0.3833254277706146,0.36007383465766907,0.22008542716503143,0.28605204820632935,0.2502228617668152,0.42170843482017517,0.2525927424430847,0.18408168852329254,0.15895187854766846,0.19540941715240479",172.265625,spotify:track:1M3DeTf5xVoEPNL8FF5vsi
killua - zxcursed.mp3,"-26.989715576171875,86.97106170654297,-2.32877779006958,26.06108856201172,5.817623615264893","0.5090851187705994,0.5676349997520447,0.5904072523117065,0.572645366191864,0.5471704602241516,0.5242026448249817,0.4414180815219879,0.4366856813430786,0.41558849811553955,0.40203869342803955,0.4993041455745697,0.5068860054016113",123.046875,"-47.8994026184082,77.60832977294922,-14.005523681640625,28.68121910095215,13.750090599060059","0.5280158519744873,0.466581255197525,0.503386914730072,0.5694986581802368,0.5876242518424988,0.5237008929252625,0.4245946705341339,0.41414278745651245,0.44110196828842163,0.48431864380836487,0.595583438873291,0.6512647867202759",123.046875,spotify:track:60PINd8oHZjazE0J9cuKcA
kissing girls - Grady.mp3,"-152.81378173828125,146.75108337402344,-14.894218444824219,17.405855178833008,3.550119161605835","0.5590779185295105,0.30191153287887573,0.35181140899658203,0.34153255820274353,0.44913849234580994,0.2737879157066345,0.2738952338695526,0.4179101884365082,0.30517202615737915,0.23505082726478577,0.2195737659931183,0.4351636469364166",135.9991776,"-115.66464233398438,130.47677612304688,-15.199170112609863,28.982925415039062,3.851889133453369","0.4190406799316406,0.3204626142978668,0.2675662636756897,0.24821031093597412,0.3948371708393097,0.3434912860393524,0.2557614743709564,0.33736491203308105,0.23744025826454163,0.27528107166290283,0.2166644185781479,0.23742029070854187",95.703125,spotify:track:5lCtzEEl2FxySHX4zR9yEf
konoha peace naruto shippuden lofi - luvbyrd.mp3,"-353.8839111328125,174.21392822265625,-5.8238654136657715,-7.111361503601074,13.169089317321777","0.10893288254737854,0.2603752911090851,0.4715034067630768,0.2520394027233124,0.317926824092865,0.20302541553974152,0.4245917797088623,0.28714901208877563,0.22434599697589874,0.28753039240837097,0.16856195032596588,0.22009976208209991",123.046875,"-535.7727661132812,116.91908264160156,6.399846076965332,2.673133134841919,17.261804580688477","0.1330600082874298,0.2907845079898834,0.42777755856513977,0.2541225552558899,0.20642635226249695,0.11704997718334198,0.09367593377828598,0.04430132359266281,0.10966179519891739,0.18646588921546936,0.14601688086986542,0.17320428788661957",123.046875,
kya karoon - Zaeden.mp3,"-298.7926025390625,151.55282592773438,-25.354427337646484,11.294721603393555,-3.542513370513916","0.3649435341358185,0.23740434646606445,0.13581719994544983,0.22247518599033356,0.17149195075035095,0.361759215593338,0.15148119628429413,0.2774967849254608,0.49529531598091125,0.3056117296218872,0.45292407274246216,0.22314433753490448",143.5546875,"-284.4720458984375,51.24737548828125,5.945400714874268,11.72954273223877,4.509241580963135","0.3258313536643982,0.2742656469345093,0.20622466504573822,0.2447567880153656,0.21623481810092926,0.23744814097881317,0.19682654738426208,0.30156755447387695,0.32957878708839417,0.2471795380115509,0.2821712791919708,0.2298358976840973",143.5546875,
la di die feat jxdn - Nessa Barrett.mp3,"-149.9336700439453,58.235599517822266,30.056432723999023,22.500015258789062,15.043764114379883","0.20996829867362976,0.3011568784713745,0.31243428587913513,0.45373183488845825,0.27893394231796265,0.16247832775115967,0.19330132007598877,0.19484566152095795,0.1950378566980362,0.2306061089038849,0.3575194776058197,0.23019105195999146",161.4990234,"-155.21726989746094,57.073463439941406,-6.93095064163208,13.458133697509766,2.937201738357544","0.32659366726875305,0.49277833104133606,0.2719603478908539,0.26007163524627686,0.21114292740821838,0.4335745573043823,0.6385863423347473,0.3314778506755829,0.33642423152923584,0.3083334267139435,0.4385278522968292,0.31036898493766785",107.6660156,
lake hylia - Poetics.mp3,"-361.0374755859375,141.93582153320312,-6.1427717208862305,38.94029998779297,-9.532167434692383","0.5299948453903198,0.3756003677845001,0.3306424915790558,0.5603805184364319,0.42965295910835266,0.48805463314056396,0.4152030944824219,0.4617037773132324,0.3556944727897644,0.2647539973258972,0.5437154173851013,0.5550633668899536",129.1992188,"-478.4145202636719,121.81056213378906,-1.0484522581100464,30.85002899169922,-2.618661403656006","0.48643556237220764,0.3380342125892639,0.3435665965080261,0.5869267582893372,0.49139559268951416,0.6021592617034912,0.4967297613620758,0.4374330937862396,0.3777067959308624,0.30470821261405945,0.4996001124382019,0.5490475296974182",129.1992188,spotify:track:4vvZKGxwq09jL4F30aF1Om
lap 1 - glaive.mp3,"-235.08837890625,185.86070251464844,35.33962631225586,26.357959747314453,11.18740463256836","0.3773254156112671,0.42728695273399353,0.7177705764770508,0.6459219455718994,0.4369073212146759,0.4045901298522949,0.2652396261692047,0.29663628339767456,0.21005292236804962,0.2516573369503021,0.27238592505455017,0.23506388068199158",71.77734375,"-359.0295104980469,75.50828552246094,6.279079437255859,-4.194208145141602,-7.698619365692139","0.2585706412792206,0.34917303919792175,0.8662300705909729,0.33514881134033203,0.14474713802337646,0.11728407442569733,0.0786450058221817,0.08652133494615555,0.08387136459350586,0.19581931829452515,0.3017035126686096,0.1725108027458191",123.046875,
late nights and lonely - Suriel Hess.mp3,"-284.15460205078125,115.57881164550781,13.893957138061523,-7.717429161071777,-2.2515313625335693","0.12375825643539429,0.19365596771240234,0.3523692786693573,0.19691714644432068,0.15193694829940796,0.11795730888843536,0.12858721613883972,0.24400991201400757,0.20621800422668457,0.29372739791870117,0.20692111551761627,0.23544223606586456",123.046875,"-312.7938537597656,59.59862518310547,11.483914375305176,14.451607704162598,8.370505332946777","0.1553463339805603,0.2763996422290802,0.23956775665283203,0.14717158675193787,0.11714643985033035,0.14259029924869537,0.21190030872821808,0.22080010175704956,0.16413778066635132,0.1253747195005417,0.10573112219572067,0.15525949001312256",103.359375,spotify:track:2D1TTiw2pRycUrGamzloUS
leave - gnash.mp3,"-347.14215087890625,191.96829223632812,50.88097381591797,25.166065216064453,17.777463912963867","0.19627250730991364,0.15675391256809235,0.2793479561805725,0.6171242594718933,0.3988281786441803,0.2311762273311615,0.27901691198349,0.4190305173397064,0.46414270997047424,0.4410008490085602,0.4924508035182953,0.234715536236763",112.3471467,"-494.2662048339844,102.22163391113281,13.108439445495605,37.44054412841797,20.427492141723633","0.18567264080047607,0.15962843596935272,0.27812907099723816,0.4958689510822296,0.34795844554901123,0.263542503118515,0.39072471857070923,0.5946329832077026,0.591360330581665,0.46976953744888306,0.32059043645858765,0.16853980720043182",112.3471467,spotify:track:4oozP2hnvCnePEWvWcJuSP
